mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,mfcc_53,mfcc_54,mfcc_55,mfcc_56,mfcc_57,mfcc_58,mfcc_59,mfcc_60,mfcc_61,mfcc_62,mfcc_63,mfcc_64,mfcc_65,mfcc_66,mfcc_67,mfcc_68,mfcc_69,mfcc_70,mfcc_71,mfcc_72,mfcc_73,mfcc_74,mfcc_75,mfcc_76,mfcc_77,mfcc_78,mfcc_79,label
-623.93634,70.39601,2.5645769,21.69106,-0.7538403,15.540918,-5.6208816,0.31959572,-8.083975,0.3123083,0.86735886,-4.929452,-3.0172412,3.694596,-4.2472854,3.200831,-4.2892046,4.2736044,-0.35620904,0.22179218,-3.3370724,0.52704394,-4.0441213,-2.0175242,-2.5214849,-0.22418793,-1.0994332,2.9428926,-1.0081987,2.206998,1.6257919,1.4217432,2.5442133,2.9655092,4.1959143,4.6456466,2.6872473,1.7363598,2.234082,3.9155679,176.65355,58.035286,26.24297,23.184519,24.335924,17.696812,20.72435,13.307446,19.95495,13.242437,12.952302,12.993643,10.609374,7.6122837,12.826872,7.134094,10.041815,8.057355,7.718834,6.35764,8.166579,6.35633,7.7313604,6.7325273,6.975767,5.2878547,8.861288,6.22773,7.6042705,7.1860657,6.0026307,7.6183233,7.399484,8.62698,8.186228,7.398534,6.229802,6.27221,5.8246565,6.7494965,happy
-747.6061,77.6423,19.291784,31.106678,10.458189,17.863245,-3.696296,4.6785703,-7.9174466,7.7470436,0.38288724,3.919114,-1.811472,4.777829,-2.9353228,6.8189206,-3.6544228,2.6727004,0.12827292,2.7827463,-3.2382233,2.2846062,-3.393434,-1.6672804,0.395599,0.21081035,1.5683064,0.6745823,-0.47490582,-0.7505307,0.1881572,-1.9180388,1.4435087,0.92467743,-0.13849297,0.50746876,-2.3104641,-0.8339301,0.6566562,0.9328217,164.37314,53.057404,18.750483,22.03274,19.39458,15.1080675,19.133913,11.828662,18.564726,9.328868,12.343368,8.380933,11.61858,8.913349,11.354721,5.848024,12.017685,5.550167,5.016106,4.868893,7.096529,4.9919925,7.097064,5.600963,4.6429453,4.9131775,5.3190637,4.684535,5.1899295,4.8566556,4.1381483,5.862033,4.151047,4.1800547,3.6640265,5.648471,6.7860384,8.809309,6.297514,6.584003,calm
-530.14484,51.917767,-9.704215,16.701433,-3.8553905,2.6561737,-6.216943,-0.7518687,-12.458837,-0.8752978,1.7855195,-2.7124403,-2.6081116,1.4701604,-5.6335664,2.8733454,-4.0704303,0.44139934,-1.3413677,-0.14104256,-3.730042,0.8899321,-2.5802681,1.2071816,1.671594,3.784444,-0.056395456,4.711897,2.3054352,3.4076579,3.8617811,1.758986,2.0098202,2.0430896,1.9879225,3.3617191,0.67194194,0.14450327,0.40685698,1.5364202,185.20236,56.8693,38.913727,28.612093,22.810997,19.022892,18.049969,13.912674,17.77515,9.610488,10.57989,11.401624,9.120357,7.9643927,13.145177,6.1562214,9.458078,7.263595,8.3770895,6.226066,8.429111,5.9044776,9.214984,10.331388,11.36078,10.035436,7.8979735,9.951772,9.821764,9.126171,7.438811,6.702177,5.271948,6.0833836,5.0970864,5.40433,4.7176924,4.6153893,4.8334537,5.8289914,angry
-614.4232,74.86025,8.946268,24.319586,-7.6572385,7.1069417,-9.929162,-5.0683484,-6.3159285,-3.9932897,-0.23217659,-1.5628735,-0.36372226,-1.221236,-4.340702,7.104004,-4.0450187,1.8667874,-2.6272473,2.360622,-5.0287514,-1.8213454,-3.3472908,-1.3752242,-2.951584,-0.019772725,-1.1644696,1.9970398,-1.4011453,2.9624164,0.25084752,-0.2822826,1.121841,2.0778885,2.0552604,-0.042518985,-1.4126343,-2.0224442,-1.3842629,0.76778805,167.37202,60.75349,36.233906,23.118238,26.24501,19.507116,22.733952,17.210459,13.519407,13.454567,10.6590805,10.958386,9.624105,8.857001,11.707904,6.9065056,12.711204,8.214266,7.3216143,5.647122,7.4817367,5.5218368,6.366068,5.204723,5.9061613,5.2761464,5.0224857,4.8575606,5.812689,5.0982623,5.299627,6.178911,7.5978017,7.947836,7.5439405,6.071352,5.282604,5.7591686,4.5703506,5.027223,disgust
-616.53265,52.59665,-0.8639888,14.397594,-13.696332,8.737507,-12.592595,-6.1034236,-8.072154,-0.7397405,-2.1132474,-4.0404224,-2.3469105,-1.9005616,-6.488593,4.4265623,-7.3233957,2.6021023,-1.0832494,3.018619,-2.6313946,-1.5578183,-3.1356661,-0.53619397,-5.065756,1.7795261,-2.7550976,2.7765145,1.9798452,3.016352,1.4711832,-0.6150774,0.26529914,1.7642573,1.2466455,2.7611306,0.81359047,0.4162981,1.543071,1.7302811,175.94443,73.03388,25.937527,24.38959,24.154861,24.098202,20.335087,15.7502365,15.781158,7.6449037,16.882288,11.189106,9.442299,12.112113,12.410941,7.537076,11.217934,7.859201,7.110697,6.2394204,8.524468,6.7786026,8.276597,7.085735,7.9901133,5.6731815,7.191192,8.826784,9.621607,8.99061,7.385473,5.9619303,5.7581887,4.938052,5.09783,5.5486836,5.670306,5.8903556,5.056068,5.4531107,disgust
-721.653,72.39395,8.977256,27.478308,7.4995956,14.107736,-0.15692446,-0.03737418,-10.8876705,6.7143607,0.851929,-0.915234,3.217774,3.5237794,-3.7057893,8.876546,-0.6996905,-0.01051675,4.0889564,3.1058648,-4.390403,1.8121359,-2.0119195,-2.3384836,-0.29791805,0.56918377,-0.691997,1.1966234,-0.5720095,-0.12994428,1.893528,-1.4879739,-0.14645752,1.3570682,-0.2808607,1.0788125,-0.54005617,-2.064531,-1.7303473,-0.7971543,181.95667,66.08213,20.73191,21.995546,16.54859,12.504226,18.021507,13.63141,21.85755,7.532124,13.74464,10.486542,11.019386,7.193768,13.286561,7.090222,10.285786,6.994088,4.5298815,5.5712776,9.7389145,4.191599,6.551581,5.8228235,4.933229,3.580373,5.1338162,3.4586709,4.5071764,4.7054896,3.9589295,5.2312613,4.0058136,3.9294841,4.145621,2.7923572,3.9417644,4.97937,3.816669,4.2022214,neutral
-311.23096,33.165653,-38.553516,2.3673337,-20.517576,-6.0430965,-15.502115,1.2561078,-15.57101,-0.62540394,-0.6691614,-7.846241,-2.8438165,-3.4811177,-10.28319,-2.8578675,-3.35394,-1.7742352,5.3577857,7.8743167,1.838877,8.311227,5.008277,-0.15844987,0.020324707,3.910531,-3.3355658,4.584981,0.1421635,2.188016,1.7966383,0.7072367,-1.5368747,2.4336975,0.42506406,1.1896777,1.7766384,0.9075164,2.6422484,3.309244,174.86888,43.250416,44.78746,21.774042,28.580051,19.79762,20.809263,20.143524,16.935081,7.76881,8.444261,11.300576,7.175801,7.644191,13.943182,8.279417,8.98128,11.075299,12.788712,12.553349,8.572298,14.387445,12.140557,8.889414,7.875837,8.369793,6.832648,6.7334566,7.0140443,6.1436563,6.3232346,5.696188,7.045769,6.6518397,6.025224,6.234192,5.355662,5.6726117,6.438246,8.433072,angry
-683.6893,69.28406,13.645842,28.221853,10.158139,16.706148,-1.7796531,5.7783275,-6.1019793,6.3694983,-3.2097356,0.78186125,0.48315218,2.8359292,0.92439103,8.502722,-3.556537,2.9030921,2.0444584,2.311353,-2.9821787,4.540734,-5.5941052,-0.15757708,-0.041857556,1.9167081,0.2708587,2.9446208,-0.56872815,0.4676989,-1.0339493,-1.0220284,0.6403459,0.84101576,-0.32411098,0.3241394,-2.6060677,-2.556749,-3.167236,-1.6919042,165.89069,49.005184,23.04811,22.8577,20.093546,12.66928,18.908455,11.794542,18.134928,10.029803,14.475233,9.186195,9.895264,9.3535,8.724512,4.601821,12.573955,5.8350005,6.3021054,6.7534695,8.029876,5.1181307,8.836602,5.414318,4.9026337,4.5788956,4.775176,3.0025961,5.8542504,4.9847064,4.871377,5.1061373,3.6419072,4.218039,3.9617233,3.377759,4.8902097,4.4773226,5.034173,4.198169,calm
-664.89417,78.03608,6.901687,29.807978,-3.1782286,9.1807575,-3.0005808,-3.819098,-5.554292,7.612374,-3.403848,-1.4140626,-0.1979327,0.10784912,-7.7966337,8.596714,-9.698421,-0.20327832,-0.05564033,2.62568,-4.952879,-0.31581804,-2.0357676,-0.91115636,-2.303279,3.7789865,-2.5282722,3.4222665,-0.8187294,0.52827835,-0.27017537,1.1739298,1.4826455,1.5837129,-0.5709706,-0.36074585,-1.4078685,-0.3755738,0.89177,1.3903639,181.64009,82.32645,25.117317,25.222635,27.011824,18.249226,18.042072,17.072693,15.414645,12.694265,13.596269,10.869715,7.797123,8.728421,12.543295,8.233232,11.857016,7.5272884,6.7462807,5.1922584,7.4791203,5.9709244,5.564605,4.8418694,7.1517367,5.821886,6.2059383,4.695721,4.927185,3.870919,4.31837,4.0465655,3.8172226,3.8276894,4.1347218,4.9248934,4.6140184,4.9547167,4.258998,5.115692,surprised
-499.6237,49.355644,-9.97003,15.386019,-5.5924087,8.945914,-13.89072,-7.4837704,-13.293216,2.3412933,-2.038617,-5.9985585,-3.7433417,2.1842105,-6.651434,2.9874783,-6.1626463,-1.4915162,-2.8930519,-0.99090815,-6.4088907,2.4420674,-1.1410773,3.9213848,3.3271532,7.767057,2.229792,6.622055,2.3850367,7.035571,6.506063,4.522102,5.1625094,4.9000545,3.2919552,5.1994624,2.3407803,1.3017509,2.439335,2.4669235,171.95084,59.318493,36.683258,24.5792,25.551888,19.954931,21.562649,18.305943,16.82495,10.459042,12.791833,10.697018,8.756473,10.265884,14.06114,5.994011,9.708263,9.233801,9.984977,6.183464,9.122364,9.348336,15.242433,14.999412,15.9976,13.296299,12.903346,13.044894,14.364102,10.034087,9.576232,11.536373,11.523499,10.800867,8.003876,6.3336143,6.638822,6.0744166,6.550717,7.3448706,happy
-690.75854,81.44853,12.452952,22.936165,2.6537938,20.734125,-4.9722857,-0.4883316,-8.805941,2.768215,0.98285294,-0.86816883,0.8973861,1.2479594,-3.9282985,4.9936566,-3.4979389,0.08658183,0.70116305,0.32883632,-2.404251,1.6686194,-1.5621884,-0.19260983,-1.4626932,0.36235365,2.9857728,2.8605244,4.9989767,4.5393677,3.5014367,1.2228959,1.2926483,0.8346113,2.1647356,4.5420094,2.9360192,2.4959643,2.6189091,2.9730704,170.39256,65.168274,24.022842,20.886627,22.102312,13.955715,21.069141,13.656085,19.290592,10.891671,13.542451,7.7903934,10.149888,8.433065,11.722948,6.62215,11.31621,7.0752306,6.646064,5.0337863,6.822929,4.906519,5.9360156,5.546788,5.777443,5.516726,5.6606393,6.717732,7.732589,11.636193,9.085646,9.185512,6.8995123,6.628637,5.515502,5.983788,7.801114,8.616316,7.852739,7.4002547,happy
-718.09485,82.891525,8.265201,25.44255,4.594976,12.809483,-2.7549148,-2.9401453,-12.264001,4.2910213,-0.7000836,1.0732164,2.9144714,5.068358,-3.5400097,7.5567713,-2.151711,-0.61176735,3.0591526,5.4783535,-4.579987,0.35823718,-2.657779,-1.6245496,0.25088882,0.6244881,0.107164346,1.9435993,1.6779487,1.4034871,2.6295724,-2.2178319,-0.8501312,1.5206412,0.99041075,1.617843,-0.6187513,-0.9670554,0.089846365,-0.08529826,176.52228,62.861866,20.297905,22.240276,18.024214,13.92792,17.278173,13.435143,19.847767,8.787616,13.125541,9.976712,11.625791,8.6468935,15.147662,7.714136,10.131251,7.2942486,5.7436433,7.792785,8.381612,4.8940787,6.957282,7.429739,5.2611103,4.881954,4.9969893,4.3376307,4.863278,4.4639335,4.791992,5.108914,4.465982,3.30955,4.4018126,4.551377,4.512199,7.204531,6.375349,5.548279,neutral
-539.0475,43.00785,-0.18995497,14.319839,-6.9774504,3.5575023,-9.818263,-8.027938,-11.701387,-6.916487,-2.87358,-2.8323946,-8.374593,4.832191,-6.9681354,4.3335466,-4.0941567,4.501168,1.1046627,5.028478,-0.89579576,1.0902306,-3.9440882,0.5839923,-0.8086085,1.1479784,-2.3540254,3.5876865,4.6656785,5.5475893,4.362875,1.618353,2.1605918,3.854652,4.9595103,7.1469064,5.960821,1.2957551,0.24830887,1.0855198,141.73712,51.69935,29.721207,21.305252,23.424976,17.949059,19.21053,14.446937,15.032334,12.723454,10.715649,8.495722,11.531677,9.211144,12.495775,7.0696106,12.656221,13.200705,12.70132,8.999231,6.9532733,9.091412,8.658454,5.785099,6.8792605,5.376038,7.898218,7.6914306,9.059889,10.954879,9.393384,7.6222324,7.320273,7.077399,6.6937685,8.590841,7.18231,6.1839995,6.1150723,5.987025,disgust
-656.5877,78.41592,4.339853,15.26922,-0.08479856,11.8770895,-9.596433,-1.8340827,-11.255441,1.8749555,2.7330332,-2.944979,-3.7746465,2.4542525,-2.4391086,2.3391395,-4.1297174,2.048031,1.1289725,1.2377753,-2.9316504,1.5968999,-2.8214827,-2.8626893,0.19008379,-0.5683526,-1.1485219,0.7527284,-1.5828836,0.46488136,-1.8773572,-2.2673547,-0.59962463,-1.2617292,-1.5520669,-0.95286804,-2.638291,-2.4092505,-0.5632543,3.1011708,162.6487,64.79062,28.02976,21.74525,22.74029,19.64941,19.28591,12.082934,19.547571,11.604098,11.801758,8.59651,10.105629,10.244553,11.589054,5.942387,9.144891,6.2828794,6.163333,4.9991918,7.0893655,6.044328,6.895269,8.925444,5.011836,5.6272774,4.699854,4.2165847,6.067895,4.1003766,4.52659,5.1870546,4.0468664,3.8266816,4.007491,3.9155777,4.8219757,7.4317694,7.9525657,10.019545,happy
-530.37836,50.626255,-0.31528503,18.171976,5.2483835,6.6334085,-12.362487,-1.8592927,-6.217928,-3.4433703,-4.4683614,-2.4154813,-5.1062717,1.0871208,-2.76491,1.4837563,-2.2382107,3.1367612,-0.8382588,4.6541495,0.6528314,3.6071608,-0.12157524,3.5508416,1.0073597,3.4617856,1.6329778,3.831321,4.69706,5.7317195,5.438146,5.1667967,2.595015,4.5287924,4.772381,4.3522816,3.5749624,2.4933965,2.732078,4.313935,162.92238,59.814285,25.61206,22.397747,20.657928,16.118868,21.538342,12.552234,13.978127,12.648009,11.3530245,10.602174,10.900351,6.8679204,9.34129,7.297696,8.769681,5.8921785,7.659817,6.2679315,6.4231853,6.169666,7.2298217,6.5291657,6.0416145,6.046248,6.88435,4.5133057,5.3079824,5.6382585,7.8678956,7.8257413,5.766228,5.005924,5.313858,5.1467023,4.360751,4.3269653,4.4984546,5.462108,sad
-722.8019,79.89597,9.478714,21.169037,4.941698,10.426944,1.4586915,-0.12939782,-8.046919,3.0523548,0.2947794,-0.35930392,4.9834228,4.552812,-5.2914762,8.536075,-1.7676191,0.3728304,2.9557774,2.7963688,-5.078419,0.92679274,-1.7399836,-1.2776799,0.4923702,1.2066274,0.2043765,2.5579336,1.4950616,0.9878191,2.7384946,-0.8179658,-0.5262082,1.3744434,-0.8246602,1.1539626,-0.88666755,-2.7356346,-2.0678873,-1.043114,173.86475,65.17782,20.107481,21.239052,19.820015,11.898638,15.516151,13.134517,19.799799,8.762009,13.221111,11.936786,9.988878,6.1480947,15.224924,7.571277,11.499663,7.4011474,5.6025496,5.3158045,9.314005,4.386407,6.411271,6.327605,4.7481,4.2161317,4.5834394,4.022496,4.786901,4.4827914,4.332014,4.9318357,3.8471441,4.2726517,4.1710196,3.1106508,3.4697053,4.979376,4.195665,4.229128,neutral
-713.23645,76.78021,6.478636,17.336033,5.6235604,17.88726,-1.2724679,-6.296286,-5.6336894,8.574695,3.9177196,-1.6223848,4.0008044,2.2357154,0.16677994,7.6923223,-0.93618476,0.6578359,1.3816495,3.4910476,-5.1472836,1.0269572,-3.9466767,-0.24198942,-1.1895947,0.8835278,0.49029797,1.789757,1.4142396,0.86474484,0.54848874,-1.9539697,-1.6539861,-0.13195111,-0.9793914,1.321416,-1.1786942,-2.080504,-1.3761755,-1.4263111,163.9405,66.33615,17.275795,25.568562,16.543097,12.434264,15.37938,14.654388,15.760044,11.554694,11.254048,10.275725,8.40217,7.971975,10.485728,5.43833,10.0674715,5.6302986,7.6315155,4.684916,8.978914,5.7101727,7.1937532,4.212357,4.5239687,3.9334521,4.0551214,4.2130766,4.931406,3.5257037,3.1206307,5.0467105,3.5454454,3.9565902,3.7253852,2.7182536,3.6649501,3.8040743,3.7690594,4.0113645,sad
-557.4816,59.64035,-6.648622,19.419071,2.5275812,5.400576,-6.201646,-0.38402185,-10.578323,1.4724197,3.9822876,-4.7179174,-0.073798455,3.9080849,-3.2550576,4.058379,-4.087983,1.3931537,1.6635796,2.5755992,-1.1776596,0.80862963,-2.030827,0.055405997,-0.4211393,0.43763143,-1.3942564,1.671944,-0.7564651,-0.2087355,1.0988969,-1.5203784,0.94660175,-0.26778382,0.8205064,3.1399581,0.7140496,0.75161546,0.2717867,1.1015679,166.22804,60.148964,31.097559,28.547886,19.37183,22.476803,16.9909,16.254286,17.483683,10.013551,11.340645,11.352413,7.0863147,8.863463,12.707544,7.075574,9.714904,6.420752,7.3194594,6.4622264,6.1149297,5.716736,6.7011504,4.997324,6.1336856,4.537023,6.545878,4.511446,5.077607,5.6446176,4.0476327,6.279703,4.899085,6.3841624,6.7687883,8.537695,6.1824727,6.4460077,8.615472,8.702419,angry
